"das_id","contents_name","sub_title","broadcast_date","details","category","type","still_flag","dougaflag","act_id","url","first_release_date","versionno","domestic"
"D0009044369_00000","ドラマ人間模様　とおりゃんせ",,1982,"西陣織屋を息子に継がせた母73歳が、不慮の事故で骨折したことをきっかけに認知症が始り、奇怪な行動で家族を悩ませる。症状は小康状態が続いていたが脳血栓で倒れ、急速に認知症が進んでいく。家事と店の切り盛り","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044369_00000",1982-07-11T20:50:00,2,0
"D0009044370_00000","ドラマ人間模様　ひこばえの歌",,1982,"九州・唐津の専業農家の坂元家。父が亡くなり、農業を継いでいる長男と、都会に出てた妹や弟との間に、遺産相続をめぐってトラブル発生。長男は、生産の原点ともいえる農地を分けることは出来ない。農業を次世代に着","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044370_00000",1982-11-21T20:50:00,2,0
"D0009044371_00000","ドラマ人間模様　いつか来た道",,1982,"京都に育ち、府立大学で長年教鞭をとり、エッセイストとして多くの本を出し、平和憲法への思いを言及してきた寿岳章子の若かりし頃の日記「過ぎたれど去らぬ日々ーわが少女期の日記抄」を原作に、戦禍の中で生きた","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044371_00000",1983-02-27T20:50:00,2,0
"D0009044372_00000","ドラマ人間模様　父への手紙",,1983,"21歳の田島健一郎は、両親の店の一角でスナックを始めた。店は繁盛し前途洋々。しかし、この家族にはひとつ問題があった。彼は、両親と似ていないのだ。高校時代から、自分は両親の本当の子ではないのでは？と疑っ","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044372_00000",1983-04-10T20:50:00,2,0
"D0009044373_00000","ドラマ人間模様　街～美ら島は、今",,1983,"嘉手納米軍基地がある沖縄市・通称コザ。恋人同士の栄男と悦子の元に、栄男の兄で悦子の元恋人、かつて一世風靡したが今は落ちぶれたミュージシャンの義男が突然帰郷した。苦い思いの悦子は東京に出ようと栄男を誘う","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044373_00000",1983-08-28T20:50:00,2,0
"D0009044374_00000","ドラマ人間模様　まあええわいな",,1983,"大正時代、文化人たちが定宿とした東京本郷の菊富士ホテル。ここには、竹久夢二や清潔好きなドイツ文学者など、奇行が多い個性豊かな止宿人たちが集う。万事に柔軟なホテルの経営者夫妻や、複雑な過去を持つ使用人た","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044374_00000",1983-10-23T20:50:00,1,0
"D0009044375_00000","ドラマ人間模様　愛と砂丘の街",,1983,"砂丘の街、鳥取の病院を舞台に、患者との触れあいの中に医療の理想を見いだそうとする青年医師の心の葛藤を描いた。原作は、鳥取の赤十字病院に勤務する第一線で活躍する医師が、今の医療が抱える複雑な現実を綴った","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044375_00000",1983-11-20T20:50:00,2,0
"D0009044376_00000","ドラマ人間模様　空き缶ユートピア",,1984,"自由奔放な生活と、平等主義の精神を掲げる、老人による老人たちのための有料老人ホーム。ここの住人は人情味あふれる人ばかりであるが、彼らの胸中には、それぞれ他人に言えない苦労がある。そして、皆が大なり小な","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044376_00000",1984-04-07T21:00:00,2,0
"D0009044377_00000","ドラマ人間模様　いま、村は大ゆれ",,1984,"輸入野菜の影響で価格が崩れ、耕作コストも上がり、政策のアンバランスや後継者問題でも農業の先行きが見えなくなった中、農地を工業地に転化する話が持ち上がり、心が揺れる農民たち。しかし、その話には大きな落と","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044377_00000",1984-06-09T21:30:00,2,0
"D0009044378_00000","ドラマ人間模様　大阪暮色",,1984,"大阪・繁華街の路地裏に住む家族。父はタクシーの運転手、長女はOL、次女は東京の美容学校で卒業間近、中学３年の末っ子は母親は死んだと思っていたが、実は10年前に、夫と子を残し近所の男と駆け落ちしていた。","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044378_00000",1984-09-01T21:45:00,2,0
"D0009044379_00000","ドラマ人間模様　家族あわせ",,1984,"昭和20年、京城から長崎の実家に引き揚げてきた静子と赤ん坊。母親に子を預け、別府で売れっ子芸者になった静子が、4年ぶりに実家に戻ると息子に顔すらを忘れられていた。そんな時、炭坑成金・江口から求婚される","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044379_00000",1985-01-12T21:00:00,2,0
"D0009044380_00000","ドラマ人間模様　富士山麓",,1984,"父の転勤で、横浜から御殿場に越してきた家族。独立心の強い母は、横浜でブティックを開店させるために留守がち。そんな時、高校生の娘が米軍兵に乱暴される事件が起きる。泣き寝入りを許せない娘は、自ら犯人捜しを","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044380_00000",1985-02-09T21:00:00,2,0
"D0009044381_00000","ドラマ人間模様　恋の華　白蓮",,1985,"大正末期、炭坑王の妻としての優雅な生活を捨て年下の社会運動家との恋に生きた歌人・柳原白蓮。新聞社を巻き込んだ前代未聞の“女からの絶縁状”。姦通罪に問われる時代の大スキャンダル。小説のような人生を情熱的","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044381_00000",1985-09-07T21:15:00,2,0
"D0009044382_00000","ドラマ人間模様　妹",,1985,"双子の兄妹。妹は、自分の過失から火災を起こしたことで家庭に居場所を失い独り暮らしをしていた。親族でただひとり、妹を案じていた兄は、周囲からの愛情を一身に集める大学アメフト部のスター選手。ところが、試合","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044382_00000",1986-02-22T21:00:00,2,0
"D0009044383_00000","ドラマ人間模様　てのひらの虹",,1986,"若い頃は一角の人気だった歌手歴30年のさくら三千代。今は、人気アイドルの前座で地方回り。アイドルのスキャンダルを追跡してた芸能記者の秋葉が、前座で客たちを盛り上げている三千代の姿に好感を持つ。居合わせ","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044383_00000",1986-05-17T21:00:00,2,0
"D0009044384_00000","ドラマ人間模様　うまい話あり",,1986,"津秋真吾35歳。軽挙妄動をいさめる上司の言葉を振り切り「思い切り体当たりしていける仕事したい」と脱サラを決意。友人のうまい話に乗って外資系の石油会社が新設したガソリンスタンドの経営に乗り出す。津秋は妻","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044384_00000",1986-06-14T21:00:00,2,0
"D0009044385_00000","ドラマ人間模様　ふたりぼっち女と女",,1986,"尾道の古い家風と優柔不断な夫に愛想がつき、大阪の実家に戻った淳子は、自立をめざし芸能学校に通い出す。そこで漫才コンビを結成する話が持ち上がる。相方の真希は初対面からグイグイ押してくるタイプ。明るいがし","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044385_00000",1986-11-22T21:00:00,2,0
"D0009044386_00000","ドラマ人間模様　婚約",,1986,"8年前に婚約しながら結婚に届かないレイ子と一馬。ふたりは、長寿番組のラジオDJと編成局長の関係。局の都合で長寿番組の打ち切りを画策したが、レイ子の大ファンの広告代理店担当とスポンサーは続けたい。番組を","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044386_00000",1987-01-10T21:00:00,2,0
"D0009044387_00000","聖家族",,1986,"モーレツ社員で社内の派閥闘争の真っ只中にいた家庭を顧みない企業戦士の父。不倫相手の部下から別れを告げられ、改めて我が家を見つめると、妻は数年前から外で働き帰りは遅く、子ども達はそれぞれの生活があり、家","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044387_00000",1987-02-14T21:00:00,2,0
"D0009044388_00000","友だち",,1987,"大きな不満もなく平凡だが、それぞれ家族の中で少し淋しさを覚えている中年の男女。バードウォッチングを通じて親友となるが、家族からはあらぬ疑いが掛けられてしまう。男友だちを作った妻の行動をきっかけに、初め","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044388_00000",1987-04-18T21:45:00,2,0
"D0009044389_00000","ラストゴングが鳴るまで",,1987,"天才的ボクサー小林に挑んだのは、もう若くない沖縄出身の本城。相手を侮った小林は、この一戦に全てをかけた本城のハードパンチに合い再起不能の重傷を負う。小林の妹は、本城を激しく憎んだが次第に愛情に変わって","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044389_00000",1987-06-06T21:45:00,2,0
"D0009044390_00000","極楽への招待",,1987,"次男を交通事故で亡くし、他の子どもたちにも裏切られた孤独な老婆。そこに、次男とよく似たセールスマンが、温泉と医療施設完備の老人専用マンションを売り込みに来る。詐欺を疑うが、実の子ども以上に親切なその人","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044390_00000",1987-09-05T21:45:00,2,0
"D0009044391_00000","ドラマ人間模様　定年後",,1976,"記者として南方戦線に従軍した経験を基に短編小説『ニューギニア山岳戦』で直木賞を受賞した、朝日新聞学芸部記者の岡田誠三が、新聞社を定年退職後にサラリーマンの老後を描いた『定年後』をドラマ化。サラリーマン","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044391_00000",1977-01-13T22:15:00,2,0
"D0009044392_00000","土曜ドラマ　平岩弓枝シリーズ「この町の人」ひだまり",,1975,"大阪大学理学部卒業という異色の経歴をもつ脚本家・砂田量爾が手がけた単発ドラマ。集団見合いで知り合った若者とのほほえましいやりとりの、ユーモアとウィットのある作品。三代目・實川延若 を主人公に、ミヤコ蝶","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044392_00000",1975-11-22T20:00:00,1,0
"D0009044393_00000","土曜ドラマ　懐かしの名作シリーズ　愛染かつら",,1975,"昭和初期の名作映画のテレビドラマ化。未亡人のシングルマザーと医者との悲恋を描き、主題歌「旅の夜風」とともに大ヒットした「愛染かつら」、野心を抱いて上京した男の挫折を描いた「生ける人形」、家族のために妾","連続ドラマ,　","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044393_00000",1976-01-17T20:00:00,1,0
"D0009044394_00000","土曜ドラマ　山田太一シリーズ「男たちの旅路」第2部　廃車置場",,1976,"警備会社を舞台に、特攻隊の生き残りの古参と戦後生まれの若手たちが世代間の考え方や価値観の違いを激しくぶつけ合いながら、さまざまな社会問題を浮き彫りにしたシリーズの第2部。警備範囲の外だったために追求し","連続ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044394_00000",1977-02-05T20:00:00,0,0
"D0009044395_00000","土曜ドラマ　SFシリーズ　およね平吉時穴道行（へいきちときあなのみちゆき）",,1977,"東京銀座のあるビルの地下倉庫の壁に大きな横穴があった。その穴を通って過去の世界から現代にやってきた芸者・京子が、現代と江戸時代を駆け巡る異色のSFドラマ。「時穴」は、タイム・トンネルの当て字和訳。タイ","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044395_00000",1977-04-09T20:00:00,1,0
"D0009044396_00000","土曜ドラマ　松本清張シリーズ　棲息分布",,1977,"松本清張の社会派推理小説を原作にしたシリーズ。戦中戦後の時代に、闇屋から一代で巨財を築いた会社社長の利権をめぐる陰謀や裏切り、欲望うずまく政財界の内幕と人間模様を描いた「棲息分布」。蒸発したひとりの中","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044396_00000",1977-10-15T20:00:00,1,0
"D0009044397_00000","土曜ドラマ　山田太一シリーズ「男たちの旅路」第３部　シルバーシート",,1977,"警備会社を舞台に、特攻隊の生き残りの古参と戦後生まれの若手たちが、世代間の考え方や価値観の違いを激しくぶつけ合いながら、さまざまな社会問題を浮き彫りにしたシリーズの第3部。老人たちが都電に立てこもる事","連続ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044397_00000",1977-11-12T20:00:00,0,0
"D0009044398_00000","土曜ドラマ　高橋玄洋シリーズ「虹の花」　風の舞",,1977,"日本舞踊女舞流派の宗家に嫁いだ女性が、二代目家元の重責と不満を抱え妻を省みない夫との溝に苦悩する。夫の弟は兄の不甲斐なさを見て義姉への思慕を抱き始める。日本舞踊の家元の家庭を中心に、そこに生きる女たち","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044398_00000",1978-01-07T20:00:00,1,0
"D0009044399_00000","土曜ドラマ　懐かしの名作シリーズ　兄とその妹",,1977,"昭和初期に映画化され話題を博した名作のテレビドラマ化。1976年の３作に続き1978年は、1930年に映画公開された島津保次郎の代表作を取り上げた。生真面目なサラリーマンの夫と妻、婚期を迎えた夫の妹の","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044399_00000",1978-01-28T20:30:00,1,0
"D0009044400_00000","土曜ドラマ　田向正健シリーズ「優しい時代」　若い恋人たち",,1977,"新米高校教師がくりひろげる、３話連続の痛快青春ドラマ。第１話「若い恋人たち」では、東京の大学を卒業した朝倉が、恋人と別れて故郷の鹿児島に戻り高校教諭としてスタートする。着任早々、生徒同士が高校生らしか","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044400_00000",1978-02-25T20:00:00,1,0
"D0009044401_00000","土曜ドラマ　田向正健シリーズ「優しい時代」　登校しません",,1978,"1978年２月に放送した痛快青春ドラマのシリーズ第２部。不登校・校内暴力など教育現場の問題が表面化した時代、桜島を望む鹿児島県の高校を舞台に新米教師が奮闘。教育問題に波紋を投げかけながら、青春の光と影","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044401_00000",1978-11-11T20:00:00,1,0
"D0009044402_00000","土曜ドラマ　市川森一シリーズ「失楽園’７９」　消えた風景",,1978,"小さな夢を叶えようとする若者たちの欲望を、風刺と哀愁で綴るファンタジー。「消えた風景」「哀しみの都にて」「風の道化師たち」の３回で構成した。ヒーロー戦隊ものから社会派まで幅広い脚本を手がけた市川森一の","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044402_00000",1979-03-10T20:00:00,1,0
"D0009044403_00000","土曜ドラマ　山田太一シリーズ「男たちの旅路」第４部　流氷",,1979,"名脚本家・山田太一が、鶴田浩二扮する特攻隊の生き残りの古参ガードマンを主人公に、戦後生まれの若い世代との葛藤、反発と共感、和解を描いた伝説のドラマ・シリーズの第4部。同僚の死に責任を感じ姿を消し、根室","連続ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044403_00000",1979-11-10T20:00:00,0,0
"D0009044404_00000","土曜ドラマ　橋田壽賀子シリーズ「離婚」　母と子",,1979,"家庭裁判所調査官で離婚問題を担当している節子。実は、自分の家庭でも夫婦や嫁姑の問題直面していた…。物語は、節子が家裁で扱った、親離れ子離れができない20代の離婚、ローンと浮気のトラブルを抱えた30代の","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044404_00000",1980-03-08T20:00:00,1,0
"D0009044405_00000","土曜ドラマ　女性シリーズ　わが青春のブルース",,1980,"〝ブルースの女王〟淡谷のり子の波乱の人生の前半にポイントを絞り、特攻隊慰問、対米戦略放送の体験など、激動の昭和史とからませて描いた。放送当時、モデルとなった淡谷のり子が存命であったたことを配慮し違和感","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044405_00000",1981-01-31T20:00:00,1,0
"D0009044406_00000","土曜ドラマ　市川森一シリーズ「君はまだ歌っているか」　メランコリック・バンド",,1980,"東京・六本木を拠点にしている「アコとメラッコリックバンド」は、落ち目のジャズバンド。かつては名の知れたボーカルのアコも、今では面影もない。そんなバンドに見切りをつけたメンバーのタケシは、下宿先の娘とミ","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044406_00000",1981-02-28T20:00:00,1,0
"D0009044407_00000","土曜ドラマ　大阪ドンキホーテ　旅立ち",,1981,"昭和一ケタ生まれの重森八郎は、義理堅く人情にあつい、昭和のドン・キホーテ的な中年男。窓際族の八郎が、部下の責任をかぶって退職し、職探しに歩いているときに、イベント会社の青年社長とめぐりあう。ユーモラス","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044407_00000",1982-01-30T20:00:00,1,0
"D0009044408_00000","土曜ドラマ　五木寛之シリーズ「横浜物語」　誘惑",,1981,"横浜・元町で暮らす北村家。元ジャズマンの父、母親を早くに亡くし家の柱になっている書店勤めの長女、幼稚園の先生をしている次女、大学生の三女。書店で起こった奇妙な万引き事件がもとで知り合った正体不明の八田","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044408_00000",1982-02-27T20:00:00,1,0
"D0009044409_00000","土曜ドラマ　放送文学賞作品　遠雷と怒涛と",,1981,"幕末激動の発火点・長州毛利藩には半官半民の鯨組があった。大山市之進は士分を棄ててこれに投じたが…。士族の誇りにこだわって反目し合う同志、妻との離別、やがて骨肉相食む「萩の乱」へと押し流されていく。下級","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044409_00000",1982-03-27T20:00:00,2,0
"D0009044410_00000","土曜ドラマ　噂になった女たち　幻の花",,1982,"ノンフィクション・ノベルを確立した直木賞作家・佐木隆三が、実際に起きた事件を元に書き下ろした小説をドラマ化。現代に生きる女性の悲哀を３話のオムニバスで描いた。33歳のベテラン銀行員が犯したコンピュータ","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044410_00000",1982-10-16T20:00:00,2,0
"D0009044411_00000","土曜ドラマ　わたしの父の反乱　",,1982,"公金を横領し失踪した男。一社員の生きざまを妻と娘の視点から描く。阿曽八郎は実直さだけがとりえの男。会社では「生き字引」扱い。八郎を踏み台に出世した者も多い。ある日、予期せぬ出来事が起きた。３年前の公金","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044411_00000",1982-11-13T20:00:00,2,0
"D0009044412_00000","土曜ドラマ　希望",,1982,"32年間、塗装の仕事一筋に打ち込んできた熟練工が、塗装ロボットのセールスマンになった。娘婿も同じ会社で組み立てロボットの研究に余念がない。ある日、自動車塗装の完全自動化という大口取引を受注することにな","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044412_00000",1982-11-20T20:00:00,2,0
"D0009044413_00000","土曜ドラマ　翔べ！南十字星号　帰郷",,1982,"沖縄・八重山諸島の自然を背景に、離島医療に取り組む青年医師の活躍を描く。大小19のサンゴ礁の島からなる八重山諸島には、石垣島以外にはほとんど医者がいない。青年医師の宮良は16年ぶりに故郷石垣に戻り、離","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044413_00000",1982-12-04T20:00:00,2,0
"D0009044414_00000","土曜ドラマ　追跡　妻たちの反乱",,1982,"東日新聞・熊本支局で事件記者としての腕を買われて東京本社に来た生島は、特別企画部の「女たちの反乱」シリーズに参加し、主婦の集団詐欺を取材することを命じられた。老人問題や教育問題などの社会問題を、新聞記","連続ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044414_00000",1983-01-22T20:00:00,0,0
"D0009044415_00000","土曜ドラマ　白き抗争　野望のめばえ",,1982,"函館のある病院を舞台に、教授たちが学会の注目を集めるため、異種骨移植の強引な研究・実験を進め、やがて重大な事件へと発展する医療ドラマ。大学病院内のポスト争い、権力に抵抗できず良心と葛藤する若手医師たち","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044415_00000",1983-02-26T20:00:00,2,0
"D0009044417_00000","土曜ドラマ　波の塔",,1983,"社会派と言われる松本清張には珍しいサスペンス・ロマンの傑作を、ジェームス三木が脚本を手がけ、奇才演出家・和田勉がドラマ化。政治の裏舞台で暗躍するブローカーとしてしたたかに生きる夫と、将来を嘱望される年","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044417_00000",1983-10-15T20:00:00,2,0
"D0009044418_00000","土曜ドラマ　話すことはない",,1983,"40を過ぎた独身の作詞家のもとに、テレビ局のレポーターが新人歌手との情事の取材に来たが…。富岡多恵子の短編からいくつかをベースにして、脚本家・井沢満がドラマ化。昭和58年度文化庁芸術祭優秀賞を受賞。音","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044418_00000",1983-11-05T20:00:00,2,0
"D0009044419_00000","土曜ドラマ　華族の女",,1983,"加賀百万石の大名の家柄を継ぐ、侯爵前田家の長女に生まれ、幼時を陸軍武官の父とロンドンで過ごす。4歳で帰国、女子学習院に入り、やがて思春期。恋愛と婚約、戦時下の父の死へと波乱の歳月は続く。明治以来の日本","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044419_00000",1983-11-12T20:00:00,2,0
"D0009044420_00000","土曜ドラマ　わたしの名は女です",,1983,"政界の要職を務めた父を持ち、ピアニスト志望だったひとりの女性が、家が没落し夢破れた果てにつかんだ映画スターの座。しかし栄光は束の間、不幸な恋が生んだいまわしい堕胎事件で世の弾劾をうける。昭和８年、無声","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044420_00000",1983-11-26T20:00:00,2,0
"D0009044421_00000","土曜ドラマ　青春スクランブル",,1983,"大学受験の浪人２年目の玉井尚真は、周りの熱い期待に息苦しさを覚えていた。東大に入りさえすれば、世話になっている叔父の期待からも、親戚中の恥さらしと言われた母からも解放されるとがんばってきたが、重圧と不","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044421_00000",1984-01-07T20:00:00,2,0
"D0009044422_00000","土曜ドラマ　結婚する手続き",,1988,"結婚を誓った同僚の宗太と郁子。しかし双方ともひとりっ子なので両親たちは猛反対。意を決して駆け落ちして同棲を始める。両親たちは結婚を許すが、親がかりで暮らしてきた当の本人たちの新生活は不自由極まりなく、","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044422_00000",1988-10-08T20:00:00,2,0
"D0009044423_00000","土曜ドラマ　カイワレ族の戦い",,1988,"医師で作家の村崎芙蓉子の自伝「カイワレ族の偏差値日記」のドラマ化。母に示された中学３年の息子の偏差値。見栄も外聞もかなぐり捨てて、わが子と共に受験を戦う母親とその家族の姿を描いた。「カイワレ族」はウレ","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044423_00000",1988-10-29T20:00:00,2,0
"D0009044424_00000","土曜ドラマ　十九歳",,1988,"大介は、高校を中退しバイクだけが孤独を癒してくれていた。両親が見つけてきた新しい高校はバイク通学ができると喜ぶのも束の間、寮生活を強いられる。寮生たちは、それぞれ高校中退の過去と苦い思い出をもつ若者た","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044424_00000",1989-01-14T20:00:00,2,0
"D0009044425_00000","土曜ドラマ　ときめき宣言",,1988,"生徒たちに人気の美人養護教員・雪江に対して、自信を失っている教師・直子。同僚教師の五味に思いを寄せているが、五味は雪江にプロポーズをしていた。ある日、雪江の性教育に対し学校側は雪江の処分を考えるが生徒","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044425_00000",1989-02-04T20:00:00,2,0
"D0009044426_00000","土曜ドラマ　どよう翔べひよっ子～誘惑～",,1988,"ひよっこ」こと大阪府警の少年課に所属する新人婦警の浜田由利。婦人警官第1号の祖母と刑事課のベテラン刑事の父の、親子三代刑事一家。多感な少年たちが遭遇する事件に、父と共に捜査に乗り出す。事件を通して、親","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044426_00000",1989-02-25T20:00:00,2,0
"D0009044427_00000","土曜ドラマ　夕陽をあびて",,1989,"東京下町に住む老夫妻。定年退職後の無気力な夫を見かねて、夫婦で生きがいを見つけるためにオーストラリアへの移住体験旅行に参加する。既に移住していた人からは暮らしの快適さと文化の違いの大変さを教えられ、さ","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044427_00000",1989-10-14T20:00:00,2,0
"D0009044428_00000","土曜ドラマ　兄弟",,1989,"銀行員の長田立夫は、父の再婚で家を出てから32年。実家には義母と異母弟の健太郎がいた。父が亡くなり遺言状には、土地・家屋は義母の則子、株券・貯金はすべて異母弟の健太郎にというものである。そこに、立夫が","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044428_00000",1989-12-16T20:00:00,2,0
"D0009044429_00000","土曜ドラマ　別の愛",,1989,"神戸・坂の上郵便局長の道子26歳。夫は42歳の生物学者で、トンボを追いかけ音沙汰無しの風来坊、帰ってくるのは月に２～３日。結婚しても、お互いの仕事と生活を大事にして独り暮らしの時間を持っている〝既婚シ","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044429_00000",1990-01-06T20:00:00,1,0
"D0009044430_00000","土曜ドラマ　家族の値段",,1989,"愛知県岡崎市。老舗の煙火店の主人で業界屈指の職人・勝が突然蒸発。女か金かと噂している最中、勝に3000坪の土地を斡旋したという不動産業者が現れ、一同騒然。花火大会が迫り、婿養子も花火師を止めたいと言い","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044430_00000",1990-01-20T20:00:00,1,0
"D0009044431_00000","土曜ドラマ　理想の男性",,1989,"若いOLが、大手企業の御曹司で３高の恋人から求婚される。両親の心配をよそに幸せを夢見て結婚。しかし、2人で始めた新生活は理想とは大違い。新婚早々から衝突し、それぞれの両親も互いの相手に不満を募らせ、離","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009044431_00000",1990-02-24T20:00:00,1,0
